,top1,top2,top3
3386,0.45289182662963867,0.6524670720100403,0.7827317714691162
3387,0.45739415287971497,0.6733013987541199,0.7943124771118164
3388,0.44970056414604187,0.6744194030761719,0.7980085611343384
3389,0.4846952557563782,0.6873892545700073,0.7964131236076355
3390,0.40084385871887207,0.6257906556129456,0.761315107345581
3391,0.4736332893371582,0.6878424882888794,0.8162569999694824
3392,0.4184938073158264,0.6424152851104736,0.7677701115608215
3393,0.4095744788646698,0.63043212890625,0.7718411087989807
3394,0.4374479055404663,0.6684723496437073,0.7908883690834045
3395,0.4572398066520691,0.6665365099906921,0.7882267236709595
3396,0.4602285623550415,0.6798325777053833,0.7886812090873718
3397,0.43433818221092224,0.6361414790153503,0.7520706653594971
3398,0.4179649353027344,0.6492881178855896,0.7754789590835571
3399,0.4552161693572998,0.6848823428153992,0.8353426456451416
3400,0.471626341342926,0.6767987012863159,0.7837414741516113
3401,0.4703602194786072,0.6720998287200928,0.8026254177093506
3402,0.45348405838012695,0.6681029796600342,0.8018444776535034
3403,0.4824203550815582,0.7010402679443359,0.8054894804954529
3404,0.4691741466522217,0.6920825242996216,0.8057940006256104
3405,0.44389668107032776,0.678865373134613,0.79554682970047
3406,0.4686327576637268,0.6761140823364258,0.7798876762390137
3407,0.42813342809677124,0.6534805297851562,0.7788094878196716
3408,0.45843279361724854,0.6808372139930725,0.8085061311721802
3409,0.47949516773223877,0.7026863694190979,0.824345052242279
3410,0.4475913941860199,0.6691389083862305,0.797340452671051
3411,0.4302961826324463,0.6651864051818848,0.7998204231262207
3412,0.43382981419563293,0.6395316123962402,0.7670684456825256
3413,0.4354941248893738,0.6643363237380981,0.8011507987976074
3414,0.44176819920539856,0.6558215618133545,0.779835045337677
3415,0.43797463178634644,0.6532593369483948,0.7888895273208618
3416,0.47367727756500244,0.687762439250946,0.822932243347168
3417,0.43568140268325806,0.6630597114562988,0.7828382253646851
3418,0.46224313974380493,0.6840813755989075,0.7954081296920776
3419,0.40543556213378906,0.6342429518699646,0.7583192586898804
3420,0.42670145630836487,0.6630431413650513,0.7944024205207825
3421,0.45812949538230896,0.6604458093643188,0.7863666415214539
3422,0.4744758903980255,0.6911721229553223,0.8029673099517822
3423,0.4497785270214081,0.6755502223968506,0.7842733860015869
3424,0.46171313524246216,0.6772200465202332,0.8061622381210327
3425,0.4303009808063507,0.6513378620147705,0.7799004316329956
3426,0.42755576968193054,0.621111273765564,0.7720676064491272
3427,0.41670697927474976,0.6606546640396118,0.8047134280204773
3428,0.4243772625923157,0.6340522170066833,0.7557891011238098
3429,0.4323830008506775,0.6507663130760193,0.793390691280365
3430,0.4196544587612152,0.6389391422271729,0.764602541923523
3431,0.4923458695411682,0.6869180202484131,0.8066228628158569
3432,0.44211822748184204,0.6514016389846802,0.7885042428970337
3433,0.42046356201171875,0.6408836245536804,0.7733859419822693
3434,0.4468539357185364,0.6506444215774536,0.7843334674835205
3435,0.43907296657562256,0.6771869659423828,0.8019446134567261
3436,0.39832839369773865,0.6137211322784424,0.7624579668045044
3437,0.41433119773864746,0.621799111366272,0.7557594776153564
3438,0.4299251437187195,0.643488883972168,0.7823064923286438
3439,0.4641447067260742,0.6698482036590576,0.7929047346115112
3440,0.45341867208480835,0.6594421863555908,0.7958239316940308
3441,0.4987371563911438,0.7010776996612549,0.818718433380127
3442,0.46940457820892334,0.6678481698036194,0.7871658802032471
3443,0.4435746669769287,0.6559540629386902,0.7991262078285217
3444,0.4687274992465973,0.6798128485679626,0.7999714612960815
3445,0.43119826912879944,0.6588419675827026,0.7964292764663696
3446,0.4496154189109802,0.6757427453994751,0.7975609302520752
3447,0.49273255467414856,0.6891306042671204,0.8185316324234009
3448,0.4154968857765198,0.642606794834137,0.7788264155387878
3449,0.46184757351875305,0.6587859392166138,0.7839541435241699
3450,0.4258706569671631,0.6524864435195923,0.7763922810554504
3451,0.45984140038490295,0.6523839831352234,0.7706611156463623
3452,0.46142682433128357,0.6663841605186462,0.7912724018096924
3453,0.45618101954460144,0.6646174192428589,0.786104142665863
3454,0.44702547788619995,0.6679999232292175,0.793865978717804
3455,0.47126248478889465,0.675222635269165,0.8007129430770874
3456,0.4621105194091797,0.6943982243537903,0.8227964043617249
3457,0.46926721930503845,0.6841002106666565,0.8127542734146118
3458,0.4501309096813202,0.6605170965194702,0.7922782301902771
3459,0.39277932047843933,0.6176382899284363,0.7467767000198364
3460,0.46475329995155334,0.6865382194519043,0.7936297059059143
3461,0.45981258153915405,0.6782462000846863,0.8023513555526733
3462,0.4888780117034912,0.7048474550247192,0.8091548681259155
3463,0.46716129779815674,0.6744540929794312,0.798676609992981
3464,0.44746503233909607,0.657075047492981,0.7861775159835815
3465,0.47223079204559326,0.6827784776687622,0.8058825731277466
3466,0.44632488489151,0.6711080074310303,0.8104237914085388
3467,0.44217124581336975,0.6577728986740112,0.7713191509246826
3468,0.4585983157157898,0.6791890859603882,0.8021530508995056
3469,0.49657049775123596,0.6840403079986572,0.8117562532424927
3470,0.43725648522377014,0.6466729640960693,0.770479679107666
3471,0.48254236578941345,0.6833463311195374,0.8139400482177734
3472,0.46508073806762695,0.690937876701355,0.7970063090324402
3473,0.49013835191726685,0.6864968538284302,0.8161863088607788
3474,0.43630585074424744,0.6630915403366089,0.791165292263031
3475,0.4710164964199066,0.6905573010444641,0.8116268515586853
3476,0.42952558398246765,0.6454886794090271,0.7764732241630554
3477,0.4413332939147949,0.6600090861320496,0.7739923000335693
3478,0.4486258327960968,0.6670550107955933,0.7879830598831177
3479,0.47334909439086914,0.6882007122039795,0.7956830263137817
3480,0.47096580266952515,0.6733673810958862,0.8008171916007996
3481,0.45475253462791443,0.6485626697540283,0.7781469225883484
3482,0.4281378388404846,0.6300111413002014,0.7683680057525635
3483,0.3970436751842499,0.626694917678833,0.7621891498565674
3484,0.46898138523101807,0.6909929513931274,0.8076062202453613
3485,0.46084606647491455,0.6695442199707031,0.7981746792793274
3486,0.45624130964279175,0.6622589826583862,0.7927922606468201
