,batch,epoch,first_picks_top_1,first_picks_top_2,first_picks_top_3,loss,top1,top2,top3
23,23,0,12.972627580165863,21.773090958595276,28.765150904655457,80889.4609375,0.237634539604187,0.39000630378723145,0.5152610540390015
24,24,0,17.7376851439476,26.8986314535141,36.928051710128784,79206.1328125,0.24752381443977356,0.4117708206176758,0.539686381816864
25,25,0,12.907657027244568,23.702579736709595,31.262430548667908,77495.25,0.2338179647922516,0.4034379720687866,0.5373993515968323
26,26,0,14.673574268817902,26.330959796905518,31.386300921440125,75700.1484375,0.24939127266407013,0.4147343337535858,0.53470778465271
27,27,0,16.985978186130524,25.99225640296936,35.32958924770355,73841.8125,0.24312865734100342,0.40847355127334595,0.533977210521698
28,28,0,12.107646465301514,20.911359786987305,29.368644952774048,71934.34375,0.23730003833770752,0.3990837633609772,0.5260102152824402
29,29,0,8.73422846198082,15.754429996013641,24.869856238365173,70004.6171875,0.2441229671239853,0.4061397910118103,0.5315549373626709
30,30,0,13.006612658500671,23.13522845506668,33.2402229309082,67986.828125,0.2550945281982422,0.41639959812164307,0.5457580089569092
31,31,0,14.896422624588013,26.774457097053528,34.53616499900818,65944.734375,0.261696994304657,0.42260974645614624,0.5429772138595581
32,32,0,15.535438060760498,23.21530282497406,31.418949365615845,63838.05859375,0.2535878121852875,0.42116668820381165,0.5479648113250732
33,33,0,10.204420238733292,20.67754864692688,29.318368434906006,61723.69921875,0.23591598868370056,0.40640926361083984,0.5340044498443604
34,34,0,12.360228598117828,24.84297901391983,32.80162811279297,59529.796875,0.2603544294834137,0.43072906136512756,0.5494403839111328
35,35,0,11.248714476823807,20.496264100074768,30.336186289787292,57310.36328125,0.25361257791519165,0.40671712160110474,0.5372890830039978
36,36,0,11.265809088945389,22.39048182964325,31.597888469696045,55060.4921875,0.2629673182964325,0.4247780740261078,0.5525447130203247
37,37,0,12.83227652311325,24.774208664894104,33.66284370422363,52787.15625,0.27722686529159546,0.45064109563827515,0.5759225487709045
38,38,0,13.417942821979523,23.39237779378891,29.137730598449707,50466.68359375,0.2549494206905365,0.42668935656547546,0.5609142184257507
39,39,0,10.31251773238182,23.47901463508606,31.99976086616516,48129.0859375,0.25272896885871887,0.41818684339523315,0.5460820198059082
40,40,0,14.783434569835663,23.87370765209198,34.504151344299316,45767.58984375,0.27289700508117676,0.4328346848487854,0.5625240802764893
41,41,0,12.924058735370636,22.432270646095276,30.32090961933136,43399.69921875,0.2555307149887085,0.4246554970741272,0.5545190572738647
42,42,0,14.394299685955048,26.034510135650635,36.66946291923523,41007.91796875,0.24830740690231323,0.43054214119911194,0.5570354461669922
43,43,0,12.900492548942566,22.551871836185455,31.570059061050415,38606.51171875,0.26227885484695435,0.4309777021408081,0.5614932179450989
44,44,0,14.088700711727142,25.350412726402283,33.42359662055969,36198.5,0.2681950628757477,0.4341302812099457,0.5653452277183533
45,45,0,14.558836817741394,24.072563648223877,34.26525294780731,33800.91796875,0.27622121572494507,0.44336774945259094,0.5747594833374023
46,46,0,14.394901692867279,28.048589825630188,36.32599711418152,31405.2421875,0.27733445167541504,0.45690858364105225,0.5695137977600098
47,47,0,14.481434226036072,28.59465181827545,35.294345021247864,29018.29296875,0.27436363697052,0.4449782967567444,0.5812610387802124
48,48,0,13.757465779781342,24.322456121444702,35.53285002708435,26649.88671875,0.26008597016334534,0.4316156804561615,0.5666400194168091
49,49,0,13.722048699855804,25.69044828414917,34.899890422821045,24311.265625,0.26110926270484924,0.44233888387680054,0.5687397718429565
50,50,0,11.434482783079147,23.22075515985489,35.18103063106537,22002.087890625,0.27598127722740173,0.45152008533477783,0.5878651142120361
51,51,0,12.64163851737976,27.398237586021423,36.30247116088867,19736.193359375,0.2738935947418213,0.45595377683639526,0.5823506712913513
